long,lat,group,order,region,subregion
-111.411644,37.00161362,2,251,2,NA
-111.3199692,37.00161362,2,252,2,NA
-111.2512131,36.99588394,2,253,2,NA
-111.1251602,36.99588394,2,254,2,NA
-110.8444138,37.00161362,2,255,2,NA
-110.7584686,36.99588394,2,256,2,NA
-110.6839905,36.99588394,2,257,2,NA
-110.5464783,36.99588394,2,258,2,NA
-110.3058319,37.00161362,2,259,2,NA
-110.0881042,37.00161362,2,260,2,NA
-110.0078964,37.00161362,2,261,2,NA
-109.9334106,36.99588394,2,262,2,NA
-109.715683,36.99588394,2,263,2,NA
-109.4120255,36.99588394,2,264,2,NA
-109.1484604,36.99588394,2,265,2,NA
-109.0395966,36.99588394,2,266,2,NA
-109.0453262,35.99893951,2,267,2,NA
-109.0510635,34.95042801,2,268,2,NA
-109.0510635,34.57227325,2,269,2,NA
-109.0567856,33.77586365,2,270,2,NA
-109.0510635,33.20290375,2,271,2,NA
-109.0567856,32.77891541,2,272,2,NA
-109.0567856,32.42368317,2,273,2,NA
-109.0567856,31.35225105,2,274,2,NA
-109.2344055,31.35225105,2,275,2,NA
-109.6240158,31.34652138,2,276,2,NA
-109.9964371,31.35225105,2,277,2,NA
-110.3516693,31.35225105,2,278,2,NA
-110.4777222,31.35225105,2,279,2,NA
-110.6324158,31.35225105,2,280,2,NA
-110.9876556,31.34652138,2,281,2,NA
-111.1194305,31.35797882,2,282,2,NA
-111.2970505,31.41527748,2,283,2,NA
-111.3887253,31.44392395,2,284,2,NA
-111.629364,31.51840973,2,285,2,NA
-112.0361633,31.65018845,2,286,2,NA
-112.3283768,31.74186325,2,287,2,NA
-112.66642,31.83926582,2,288,2,NA
-112.9299774,31.92520905,2,289,2,NA
-113.1878128,32.0054245,2,290,2,NA
-113.3482361,32.05698776,2,291,2,NA
-113.4685593,32.09709549,2,292,2,NA
-113.7435837,32.18877029,2,293,2,NA
-114.0357971,32.27471161,2,294,2,NA
-114.3165436,32.36065674,2,295,2,NA
-114.7004166,32.48097992,2,296,2,NA
-114.8092804,32.51535416,2,297,2,NA
-114.7978134,32.57838058,2,298,2,NA
-114.7691727,32.67005539,2,299,2,NA
-114.7348022,32.73308182,2,300,2,NA
-114.6889572,32.74453735,2,301,2,NA
-114.6545868,32.73880768,2,302,2,NA
-114.5915604,32.73880768,2,303,2,NA
-114.5514526,32.76172638,2,304,2,NA
-114.5228043,32.82475281,2,305,2,NA
-114.4769669,32.87631989,2,306,2,NA
-114.4769669,32.93361664,2,307,2,NA
-114.4826965,32.99663925,2,308,2,NA
-114.5399933,33.04247284,2,309,2,NA
-114.6603088,33.053936,2,310,2,NA
-114.7004166,33.08258438,2,311,2,NA
-114.7118759,33.13414764,2,312,2,NA
-114.6889572,33.26593018,2,313,2,NA
-114.7405243,33.31176376,2,314,2,NA
-114.7176056,33.35760117,2,315,2,NA
-114.7290649,33.40343857,2,316,2,NA
-114.6889572,33.43209076,2,317,2,NA
-114.6488495,33.45500565,2,318,2,NA
-114.6373901,33.48365402,2,319,2,NA
-114.6087418,33.50084305,2,320,2,NA
-114.6202011,33.52949142,2,321,2,NA
-114.5686417,33.54668045,2,322,2,NA
-114.5571823,33.57532883,2,323,2,NA
-114.5285339,33.63262177,2,324,2,NA
-114.5399933,33.69564819,2,325,2,NA
-114.5228043,33.73002625,2,326,2,NA
-114.5399933,33.78159332,2,327,2,NA
-114.5399933,33.92483139,2,328,2,NA
-114.5170746,33.96493912,2,329,2,NA
-114.4540482,33.99931717,2,330,2,NA
-114.4712372,34.01650238,2,331,2,NA
-114.4483185,34.03942108,2,332,2,NA
-114.4196701,34.07952881,2,333,2,NA
-114.3967514,34.11390686,2,334,2,NA
-114.2993469,34.15401077,2,335,2,NA
-114.2305984,34.19984818,2,336,2,NA
-114.1904907,34.24568558,2,337,2,NA
-114.133194,34.2628746,2,338,2,NA
-114.1389236,34.29725266,2,339,2,NA
-114.1675644,34.33736038,2,340,2,NA
-114.2878876,34.4233017,2,341,2,NA
-114.3738327,34.4691391,2,342,2,NA
-114.4024887,34.58946228,2,343,2,NA
-114.4196701,34.61238098,2,344,2,NA
-114.4483185,34.70978165,2,345,2,NA
-114.5743637,34.80718613,2,346,2,NA
-114.5514526,34.8358345,2,347,2,NA
-114.545723,34.84729385,2,348,2,NA
-114.5686417,34.86448288,2,349,2,NA
-114.6087418,34.88740158,2,350,2,NA
-114.6316681,34.96188354,2,351,2,NA
-114.6373901,35.0191803,2,352,2,NA
-94.05102539,33.03674698,3,354,4,NA
-94.05102539,33.30030823,3,355,4,NA
-94.05675507,33.57532883,3,356,4,NA
-94.07966614,33.58678436,3,357,4,NA
-94.09112549,33.59824371,3,358,4,NA
-94.11977386,33.59251785,3,359,4,NA
-94.14842987,33.58678436,3,360,4,NA
-94.15415955,33.58678436,3,361,4,NA
-94.1885376,33.60970306,3,362,4,NA
-94.20571899,33.61543655,3,363,4,NA
-94.22290802,33.60970306,3,364,4,NA
-94.2286377,33.59824371,3,365,4,NA
-94.24009705,33.57532883,3,366,4,NA
-94.26301575,33.58678436,3,367,4,NA
-94.28020477,33.58678436,3,368,4,NA
-94.2973938,33.57532883,3,369,4,NA
-94.30885315,33.56959915,3,370,4,NA
-94.3661499,33.57532883,3,371,4,NA
-94.40052795,33.56959915,3,372,4,NA
-94.40625,33.57532883,3,373,4,NA
-94.42344666,33.59824371,3,374,4,NA
-94.4520874,33.59824371,3,375,4,NA
-94.46355438,33.61543655,3,376,4,NA
-94.47501373,33.63262177,3,377,4,NA
-94.48074341,33.65554047,3,378,4,NA
-94.4979248,33.66699982,3,379,4,NA
-94.49219513,33.67845917,3,380,4,NA
-94.49219513,33.96493912,3,381,4,NA
-94.48646545,34.21131134,3,382,4,NA
-94.48074341,34.53216553,3,383,4,NA
-94.46928406,34.74989319,3,384,4,NA
-94.45782471,34.98480225,3,385,4,NA
-94.44063568,35.39733124,3,386,4,NA
-94.44635773,35.44316864,3,387,4,NA
-94.48074341,35.65516663,3,388,4,NA
-94.50366211,35.76402664,3,389,4,NA
-94.56095886,36.11352921,3,390,4,NA
-94.57241058,36.17655563,3,391,4,NA
-94.62397766,36.50886917,3,392,4,NA
-94.08539581,36.5031395,3,393,4,NA
-94.07966614,36.49741364,3,394,4,NA
-93.89059448,36.5031395,3,395,4,NA
-93.87340546,36.49741364,3,396,4,NA
-93.59838867,36.5031395,3,397,4,NA
-93.59265137,36.49741364,3,398,4,NA
-93.33482361,36.5031395,3,399,4,NA
-93.32336426,36.49741364,3,400,4,NA
-93.30617523,36.5031395,3,401,4,NA
-93.30044556,36.49741364,3,402,4,NA
-92.84780884,36.5031395,3,403,4,NA
-92.84207916,36.5031395,3,404,4,NA
-92.77332306,36.5031395,3,405,4,NA
-92.76759338,36.5031395,3,406,4,NA
-92.54987335,36.5031395,3,407,4,NA
-92.16026306,36.49741364,3,408,4,NA
-92.13161469,36.49741364,3,409,4,NA
-91.67324829,36.5031395,3,410,4,NA
-91.46697998,36.49741364,3,411,4,NA
-91.46125031,36.49741364,3,412,4,NA
-91.42114258,36.49741364,3,413,4,NA
-91.4154129,36.5031395,3,414,4,NA
-91.14612579,36.5031395,3,415,4,NA
-90.79089355,36.5031395,3,416,4,NA
-90.57317352,36.50886917,3,417,4,NA
-90.22366333,36.50886917,3,418,4,NA
-90.17209625,36.5031395,3,419,4,NA
-90.1377182,36.47449493,3,420,4,NA
-90.12625885,36.40573883,3,421,4,NA
-90.10334015,36.40000916,3,422,4,NA
-90.06896973,36.3885498,3,423,4,NA
-90.06896973,36.34844208,3,424,4,NA
-90.0918808,36.28541565,3,425,4,NA
-90.1205368,36.2739563,3,426,4,NA
-90.1377182,36.21665955,3,427,4,NA
-90.18928528,36.19947433,3,428,4,NA
-90.18928528,36.17655563,3,429,4,NA
-90.26377106,36.13071823,3,430,4,NA
-90.37836456,36.00466919,3,431,4,NA
-90.38409424,36.00466919,3,432,4,NA
-90.29814911,35.99893951,3,433,4,NA
-89.97156525,35.99893951,3,434,4,NA
-89.96582794,36.00466919,3,435,4,NA
-89.79394531,36.00466919,3,436,4,NA
-89.75383759,36.00466919,3,437,4,NA
-89.71945953,36.00466919,3,438,4,NA
-89.71372986,35.98747635,3,439,4,NA
-89.68508148,35.97029114,3,440,4,NA
-89.65644073,35.94737244,3,441,4,NA
-89.65070343,35.92445374,3,442,4,NA
-89.66217041,35.91299438,3,443,4,NA
-89.70800781,35.90726471,3,444,4,NA
-89.73664856,35.90153885,3,445,4,NA
-89.73664856,35.87862015,3,446,4,NA
-89.73091888,35.85570145,3,447,4,NA
-89.73091888,35.83278275,3,448,4,NA
-89.74237823,35.82131958,3,449,4,NA
-89.78248596,35.80413055,3,450,4,NA
-89.79967499,35.79267502,3,451,4,NA
-89.79967499,35.77548599,3,452,4,NA
-89.82832336,35.76402664,3,453,4,NA
-89.90853882,35.74683762,3,454,4,NA
-89.93718719,35.73537827,3,455,4,NA
-89.94291687,35.70672989,3,456,4,NA
-89.93718719,35.68954086,3,457,4,NA
-89.91426849,35.66662216,3,458,4,NA
-89.87416077,35.66662216,3,459,4,NA
-89.86270142,35.65516663,3,460,4,NA
-89.86843109,35.64370346,3,461,4,NA
-89.89707947,35.59786606,3,462,4,NA
-89.90280914,35.57494736,3,463,4,NA
-89.90853882,35.55203247,3,464,4,NA
-89.90853882,35.53483963,3,465,4,NA
-89.91426849,35.52338409,3,466,4,NA
-89.96009827,35.51765442,3,467,4,NA
-89.9830246,35.51765442,3,468,4,NA
-89.99448395,35.49473572,3,469,4,NA
-90.01166534,35.43743896,3,470,4,NA
-90.028862,35.42024994,3,471,4,NA
-90.0460434,35.40879059,3,472,4,NA
-90.06896973,35.41452026,3,473,4,NA
-90.08042145,35.42598343,3,474,4,NA
-90.08615112,35.47181702,3,475,4,NA
-90.09761047,35.47754669,3,476,4,NA
-90.1205368,35.47181702,3,477,4,NA
-90.12625885,35.44890213,3,478,4,NA
-90.1377182,35.43743896,3,479,4,NA
-90.16064453,35.42598343,3,480,4,NA
-90.1835556,35.41452026,3,481,4,NA
-90.18928528,35.39733124,3,482,4,NA
-90.18928528,35.3858757,3,483,4,NA
-90.16636658,35.36868286,3,484,4,NA
-90.14917755,35.36868286,3,485,4,NA
-90.10907745,35.39733124,3,486,4,NA
-90.10334015,35.36868286,3,487,4,NA
-90.0918808,35.362957,3,488,4,NA
-90.09761047,35.34576797,3,489,4,NA
-90.09761047,35.30565643,3,490,4,NA
-90.08615112,35.25409317,3,491,4,NA
-90.06896973,35.21971512,3,492,4,NA
-90.05750275,35.19679642,3,493,4,NA
-90.06896973,35.17961121,3,494,4,NA
-90.0746994,35.16241837,3,495,4,NA
-90.06324005,35.13950348,3,496,4,NA
-90.08615112,35.1108551,3,497,4,NA
-90.10334015,35.0879364,3,498,4,NA
-90.1205368,35.08220291,3,499,4,NA
-90.14917755,35.08220291,3,500,4,NA
-90.17782593,35.0879364,3,501,4,NA
-90.19501495,35.08220291,3,502,4,NA
-90.2064743,35.05928421,3,503,4,NA
-90.21793365,35.042099,3,504,4,NA
-90.25804138,35.03636932,3,505,4,NA
-90.26950073,35.03636932,3,506,4,NA
-90.28668976,35.02490997,3,507,4,NA
-90.28096008,34.99626541,3,508,4,NA
-90.26377106,34.96188354,3,509,4,NA
-90.25231171,34.94469452,3,510,4,NA
-90.24658203,34.93323898,3,511,4,NA
-90.25804138,34.92177582,3,512,4,NA
-90.28668976,34.89313126,3,513,4,NA
-90.31533813,34.87593842,3,514,4,NA
-90.34971619,34.8587532,3,515,4,NA
-90.41273499,34.84156418,3,516,4,NA
-90.42420197,34.83010483,3,517,4,NA
-90.42993164,34.8129158,3,518,4,NA
-90.42993164,34.7899971,3,519,4,NA
-90.44712067,34.77280807,3,520,4,NA
-90.45857239,34.75561905,3,521,4,NA
-90.47576904,34.75561905,3,522,4,NA
-90.52160645,34.76134872,3,523,4,NA
-90.5330658,34.76134872,3,524,4,NA
-90.54451752,34.73270035,3,525,4,NA
-90.5330658,34.73270035,3,526,4,NA
-90.48149872,34.71551132,3,527,4,NA
-90.47003937,34.6983223,3,528,4,NA
-90.46430206,34.67540359,3,529,4,NA
-90.46430206,34.65821838,3,530,4,NA
-90.48149872,34.65821838,3,531,4,NA
-90.49295044,34.66967392,3,532,4,NA
-90.5330658,34.68686676,3,533,4,NA
-90.55597687,34.67540359,3,534,4,NA
-90.57317352,34.64102936,3,535,4,NA
-90.56744385,34.61811066,3,536,4,NA
-90.5330658,34.5837326,3,537,4,NA
-90.5330658,34.5608139,3,538,4,NA
-90.53878784,34.55508423,3,539,4,NA
-90.56171417,34.52643585,3,540,4,NA
-90.57317352,34.5149765,3,541,4,NA
-90.56744385,34.4462204,3,542,4,NA
-90.57889557,34.4233017,3,543,4,NA
-90.60755157,34.400383,3,544,4,NA
-90.65338898,34.38892746,3,545,4,NA
-90.67630005,34.38319778,3,546,4,NA
-90.71640778,34.38892746,3,547,4,NA
-90.73932648,34.38319778,3,548,4,NA
-90.75078583,34.36027908,3,549,4,NA
-90.74505615,34.33163071,3,550,4,NA
-90.72213745,34.30871201,3,551,4,NA
-90.73932648,34.29725266,3,552,4,NA
-90.76797485,34.29725266,3,553,4,NA
-90.79662323,34.29152298,3,554,4,NA
-90.81954193,34.2628746,3,555,4,NA
-90.83673096,34.24568558,3,556,4,NA
-90.85964966,34.2399559,3,557,4,NA
-90.89975739,34.24568558,3,558,4,NA
-90.91120911,34.23423004,3,559,4,NA
-90.91120911,34.21131134,3,560,4,NA
-90.89402771,34.20558167,3,561,4,NA
-90.83100128,34.19412231,3,562,4,NA
-90.81954193,34.18266296,3,563,4,NA
-90.83100128,34.15401077,3,564,4,NA
-90.8653717,34.15401077,3,565,4,NA
-90.92266846,34.17120361,3,566,4,NA
-90.96277618,34.17120361,3,567,4,NA
-90.97997284,34.15401077,3,568,4,NA
-90.94558716,34.12536621,3,569,4,NA
-90.92840576,34.10817719,3,570,4,NA
-90.92840576,34.07379913,3,571,4,NA
-90.94558716,34.03942108,3,572,4,NA
-90.96277618,34.02223587,3,573,4,NA
-90.97997284,33.99931717,3,574,4,NA
-90.98570251,33.98212814,3,575,4,NA
-91.00861359,33.98212814,3,576,4,NA
-91.04299164,34.01650238,3,577,4,NA
-91.06018066,34.01650238,3,578,4,NA
-91.07164001,34.01077271,3,579,4,NA
-91.07164001,33.98212814,3,580,4,NA
-91.05445099,33.95920944,3,581,4,NA
-91.04872131,33.92483139,3,582,4,NA
-91.06018066,33.90764236,3,583,4,NA
-91.06591797,33.88472366,3,584,4,NA
-91.05445099,33.83888626,3,585,4,NA
-91.06591797,33.81023788,3,586,4,NA
-91.09455872,33.79305267,3,587,4,NA
-91.13466644,33.77013397,3,588,4,NA
-91.14039612,33.7414856,3,589,4,NA
-91.13466644,33.73575592,3,590,4,NA
-91.07736969,33.72429657,3,591,4,NA
-91.06591797,33.69564819,3,592,4,NA
-91.07736969,33.68991852,3,593,4,NA
-91.11174774,33.68418884,3,594,4,NA
-91.14039612,33.68991852,3,595,4,NA
-91.18623352,33.72429657,3,596,4,NA
-91.20342255,33.73002625,3,597,4,NA
-91.22061157,33.71283722,3,598,4,NA
-91.20915222,33.68991852,3,599,4,NA
-91.20342255,33.67272949,3,600,4,NA
-91.17477417,33.63835526,3,601,4,NA
-91.16331482,33.62116241,3,602,4,NA
-91.16904449,33.60397339,3,603,4,NA
-91.2148819,33.59251785,3,604,4,NA
-91.23779297,33.57532883,3,605,4,NA
-91.23207092,33.54668045,3,606,4,NA
-91.2148819,33.52949142,3,607,4,NA
-91.20915222,33.51802826,3,608,4,NA
-91.22634125,33.49510956,3,609,4,NA
-91.23207092,33.47219467,3,610,4,NA
-91.22634125,33.45500565,3,611,4,NA
-91.20915222,33.45500565,3,612,4,NA
-91.18623352,33.47792435,3,613,4,NA
-91.16904449,33.49510956,3,614,4,NA
-91.14612579,33.50084305,3,615,4,NA
-91.13466644,33.4893837,3,616,4,NA
-91.13466644,33.47219467,3,617,4,NA
-91.16331482,33.45500565,3,618,4,NA
-91.18623352,33.42635727,3,619,4,NA
-91.18623352,33.40343857,3,620,4,NA
-91.18050385,33.39197922,3,621,4,NA
-91.16331482,33.39197922,3,622,4,NA
-91.14039612,33.40343857,3,623,4,NA
-91.11174774,33.43781662,3,624,4,NA
-91.09455872,33.4435463,3,625,4,NA
-91.07736969,33.4435463,3,626,4,NA
-91.07164001,33.42635727,3,627,4,NA
-91.09455872,33.39770889,3,628,4,NA
-91.12893677,33.37479019,3,629,4,NA
-91.16331482,33.35760117,3,630,4,NA
-91.16904449,33.34041595,3,631,4,NA
-91.15758514,33.32322693,3,632,4,NA
-91.12320709,33.25447083,3,633,4,NA
-91.11174774,33.24874115,3,634,4,NA
-91.10028839,33.25447083,3,635,4,NA
-91.08882904,33.27738953,3,636,4,NA
-91.07164001,33.2831192,3,637,4,NA
-91.05445099,33.28884506,3,638,4,NA
-91.04872131,33.27738953,3,639,4,NA
-91.04299164,33.25447083,3,640,4,NA
-91.06018066,33.23155212,3,641,4,NA
-91.07164001,33.2143631,3,642,4,NA
-91.07736969,33.1914444,3,643,4,NA
-91.08882904,33.1685257,3,644,4,NA
-91.12893677,33.14560699,3,645,4,NA
-91.16904449,33.14560699,3,646,4,NA
-91.18050385,33.13414764,3,647,4,NA
-91.18623352,33.11696243,3,648,4,NA
-91.14039612,33.07685471,3,649,4,NA
