"","number_visit","number_posts","time_spend","new_friend","userid"
"274",1,1,2.49307092534818,1,274
"275",1,0,0.00752530127162771,0,275
"278",2,1,7.02070815472432,0,278
"283",1,1,1.571489880234,1,283
"284",2,0,2.04294394859004,0,284
"286",4,5,2.49582798243932,2,286
"287",2,2,1.45621085613966,0,287
"288",2,2,1.28829978842444,1,288
"290",1,0,0.89497092508594,2,290
"291",1,1,0.717101737244631,0,291
"292",3,2,2.72727010039446,0,292
"300",3,3,3.64563383076588,0,300
"302",2,3,5.57177792086931,0,302
"309",1,0,0.007330231468682,1,309
"314",3,1,5.02192640673008,1,314
"315",3,6,0.094939340932662,0,315
"317",2,6,2.31020657128011,1,317
"318",2,1,1.32822408139436,0,318
"321",2,1,0.216624247654035,0,321
"322",4,5,4.69022128099224,2,322
"324",2,1,0.810561932218044,0,324
"325",4,7,3.6385386020202,0,325
"326",4,4,4.9593361817008,1,326
"329",3,2,0.135798873379827,0,329
"330",4,5,2.20108612125265,1,330
"331",2,2,0.733886953754017,0,331
"332",7,1,1.52110205673223,0,332
"333",7,9,0.167786022548175,2,333
"337",2,0,0.736355745836577,1,337
"338",3,2,4.11412266797138,0,338
"340",5,1,0.645853567868471,1,340
"343",4,5,5.85994862698033,2,343
"347",1,1,0.40421320161319,0,347
"348",2,3,0.655909879133105,0,348
"349",3,9,0.22934290049008,0,349
"350",3,4,1.07773468815775,1,350
"351",3,1,4.14593568112453,0,351
"352",8,22,3.22679966231663,5,352
"353",2,5,2.33706465118365,2,353
"357",5,5,7.59882350296445,1,357
"358",2,5,0.954938446711918,0,358
"359",5,2,8.00598377775259,0,359
"360",6,1,2.80102767020284,1,360
"361",2,5,0.279913982015934,2,361
"363",4,1,3.18347196333804,0,363
"365",3,2,3.73237455460391,0,365
"366",2,0,0.813742030244508,0,366
"367",2,2,1.18995587400059,1,367
"371",1,1,0.172764160350025,1,371
"373",3,0,1.24981483317687,1,373
"375",5,2,0.37399678007595,0,375
"379",2,1,2.56814057408703,2,379
"382",1,1,2.94303899889554,0,382
"386",1,1,0.606824311410418,1,386
"390",3,3,0.203075684573618,3,390
"393",1,1,2.91096465860433,1,393
"400",3,6,1.44818679669838,0,400
"401",1,0,1.59233548237456,0,401
"403",5,2,2.8248225864419,1,403
"407",4,5,3.70313991876103,0,407
"409",1,0,1.03897119514759,0,409
"410",1,0,1.58937386050353,4,410
"411",2,1,1.85211149354975,1,411
"413",2,4,3.08325709514683,2,413
"417",6,4,2.39271915201006,1,417
"419",2,1,1.89575218025245,2,419
"420",7,8,0.722804570943117,3,420
"421",3,5,2.69089864999598,3,421
"422",4,1,5.40914702442433,2,422
"423",6,3,5.54823716311795,0,423
"426",2,1,0.480242555966527,0,426
"428",6,4,1.11750972101634,0,428
"433",1,0,0.652570881530266,0,433
"435",5,3,15.3753127954157,1,435
"438",1,0,1.38811759955504,1,438
"440",4,8,0.637642531154247,2,440
"442",2,4,2.21764645211788,0,442
"444",1,2,0.921877206738798,1,444
"446",1,4,4.59868825173374,1,446
"447",3,3,2.85796930715966,0,447
"449",4,2,2.11252254378693,3,449
"450",2,3,1.87269661526896,0,450
"451",4,0,0.279411708622576,0,451
"452",3,5,5.89409466148396,1,452
"453",4,0,5.52431368534394,0,453
"456",7,6,5.89707773446592,1,456
"458",2,1,0.0303749001956641,2,458
"461",1,0,0.240145441192389,3,461
"462",4,8,1.97211386957956,0,462
"463",3,0,6.99795495111998,0,463
"464",5,4,1.60557224694639,12,464
"466",2,2,1.46663841591613,0,466
"467",2,8,6.61570575594563,2,467
"469",3,4,1.94463249098458,0,469
"470",2,3,0.243835098661683,0,470
"472",1,3,2.27697652403721,1,472
"474",1,0,3.44720004595398,4,474
"475",3,3,12.4365572343649,0,475
"476",1,3,0.974019025950584,0,476
"477",1,0,2.74855498689459,1,477
"478",1,0,2.23936329432135,1,478
"479",4,1,2.9939794218567,4,479
"480",4,3,6.47261536475029,0,480
"481",3,4,1.29915425344821,3,481
"482",2,3,7.50719071834284,1,482
"486",1,1,7.82239789023956,0,486
"487",4,3,0.330892786541194,2,487
"490",2,0,0.882242831110132,2,490
"491",1,0,3.55287255933559,0,491
"492",1,1,1.43036921149212,1,492
"495",4,2,3.71995366558496,1,495
"499",1,1,6.48640124814348,0,499
"501",2,1,1.14668305517268,2,501
"504",3,2,5.94843262164785,0,504
"508",1,2,3.36037362583089,1,508
"509",1,2,0.228434423412212,0,509
"511",2,3,0.0381034456145569,0,511
"512",3,5,5.69229403433099,1,512
"516",2,1,0.385602850235742,2,516
"521",4,9,3.39262696075231,0,521
"525",1,1,0.597357969242801,1,525
"533",2,3,8.81007041777629,0,533
"535",3,5,1.52354598208237,1,535
"536",3,1,0.156422299827907,0,536
"537",3,3,0.6331229977164,0,537
"538",3,1,2.13540867401348,3,538
"541",2,3,8.95935226530088,1,541
"545",2,1,3.51806186999706,1,545
"546",1,0,3.97813025998672,2,546
"548",3,4,0.00321250132571055,0,548
"551",2,1,1.1098257164345,3,551
"554",5,3,3.16387543199371,1,554
"558",3,3,1.62128085879821,0,558
"559",1,2,1.43983897776797,1,559
"561",1,0,2.83189992844609,0,561
"564",1,0,2.29097075439921,4,564
"566",3,1,1.04954533346675,0,566
"567",2,1,2.07790827141061,0,567
"571",3,1,0.776311611809208,2,571
"574",3,7,0.263697019289455,0,574
"576",5,3,4.70861121762316,2,576
"577",3,8,0.610650685190419,2,577
"578",2,2,8.33237622277942,0,578
"579",1,0,1.84294236725611,0,579
"582",2,1,3.80796929434913,1,582
"585",1,3,1.87851320820525,2,585
"590",1,0,2.20730207239581,1,590
"592",7,3,5.90996382318977,1,592
"594",4,4,1.3260467601801,0,594
"595",4,4,0.277725239931527,0,595
"599",2,1,0.226845840905888,0,599
"609",2,2,2.66365983498279,1,609
"610",2,1,1.95223238825147,0,610
"618",3,1,0.947232479864635,0,618
"620",1,3,0.571908862964879,0,620
"621",2,0,7.06741569976003,1,621
"622",1,1,0.13554118092766,3,622
"623",4,2,1.30572880601341,2,623
"624",2,3,4.98551178863422,1,624
"625",9,2,6.38854951171626,1,625
"626",3,3,5.45946962837252,0,626
"627",3,1,0.504774938859195,1,627
"628",1,1,0.192312980656113,0,628
"630",7,5,1.82866511238088,2,630
"631",1,1,6.02241957543172,0,631
"633",1,0,0.942665258265893,0,633
"635",2,0,2.06139108734592,1,635
"636",4,4,0.088814944885457,0,636
"639",1,0,0.647077053588447,0,639
"640",4,4,0.766838405426446,2,640
"642",2,1,4.92055662243828,2,642
"643",8,10,0.569429896433245,1,643
"644",4,3,0.392885502299358,2,644
"648",2,2,5.03233476315464,0,648
"652",7,4,0.339361632977987,1,652
"657",5,4,5.70165407685685,2,657
"658",2,2,0.96049833784527,0,658
"661",6,6,1.78261148851875,0,661
"662",4,3,3.29657139489111,1,662
"667",5,4,0.769953448279507,0,667
"668",5,6,1.62734136268376,1,668
"671",1,1,1.01286746066718,2,671
"674",5,5,1.08095217458904,1,674
"676",1,0,2.70829234133425,1,676
"678",4,3,3.00245134400374,3,678
"679",4,2,0.294372224165933,0,679
"680",3,4,0.0486257163444441,3,680
"683",1,2,4.02785343115916,0,683
"684",2,0,3.65993242349806,1,684
"686",6,1,2.21084450402444,0,686
"687",1,0,0.0870129897205206,0,687
"688",3,0,2.6963903141198,1,688
"690",4,6,2.9957907339558,16,690
"692",3,4,1.09165273681283,0,692
"693",1,0,0.859734882189252,2,693
"696",1,2,0.397119828994466,1,696
"697",9,4,1.13910723579046,1,697
"700",1,0,0.864980196630633,2,700
"704",5,6,0.878201360311593,0,704
"706",6,6,1.20639502666891,1,706
"707",2,1,0.015124337289767,0,707
"710",5,14,0.769903571610004,2,710
"712",1,1,1.08095638572736,2,712
"713",3,2,1.97999108637622,1,713
"714",4,3,0.339175969406166,2,714
"715",2,1,0.479991475121045,0,715
"716",4,3,1.29364600506696,0,716
"717",3,2,4.80873268886703,1,717
"721",1,2,0.446830877209862,0,721
"723",1,4,1.89206531940714,0,723
"724",3,5,0.798187315828946,1,724
"729",7,2,0.452472402237096,0,729
"731",1,4,1.31107541233176,1,731
"734",3,1,8.03106513100777,0,734
"737",2,1,4.81462972221758,0,737
"738",1,1,2.91067953042573,0,738
"739",1,0,1.05847444865628,2,739
"740",1,2,0.0709466239366081,0,740
"743",6,6,0.507984664629806,1,743
"744",1,0,2.19542043003502,1,744
"746",1,0,7.98142746416035,1,746
"747",2,5,1.87655802030332,0,747
"750",3,0,4.05191807680975,1,750
"751",4,3,10.3192027666271,2,751
"753",2,2,0.371745616863627,1,753
"760",3,0,10.2224303924949,1,760
"762",2,2,3.29071889095005,0,762
"765",3,1,4.81793231456212,3,765
"766",4,2,3.93001073280272,3,766
"767",2,8,4.27467685665423,1,767
"768",4,2,2.70715682219491,2,768
"770",2,3,8.31776098906228,0,770
"771",2,1,1.02455938675878,1,771
"777",4,2,1.18080164005185,0,777
"778",1,0,1.41740737622077,0,778
"783",7,2,1.9286742900094,0,783
"788",3,10,2.11984573210893,0,788
"796",2,1,0.515611446186918,1,796
"797",3,5,2.78764585547139,0,797
"799",3,7,1.3812733138973,1,799
"801",1,1,0.831799777556177,1,801
"808",1,0,2.85239426972913,0,808
"809",4,5,2.47729863737872,1,809
"813",2,0,0.941719737511464,3,813
"816",3,5,0.802151041925533,1,816
"819",1,0,1.40811239810712,2,819
"820",2,1,3.04159386284524,1,820
"825",1,2,1.14166923607539,0,825
"827",1,0,0.535621548681248,0,827
"829",4,8,1.03145564359678,0,829
"830",1,1,2.4936141590839,0,830
"835",2,5,2.93221631602475,3,835
"836",3,2,0.78953688786485,1,836
"841",1,2,2.57128179693102,1,841
"843",4,4,3.99133379021044,1,843
"844",2,2,1.81468803963437,1,844
"845",3,4,2.96410371871345,0,845
"846",3,4,3.06036133058119,1,846
"847",4,6,0.828507948004143,0,847
"848",2,3,1.30797202932838,2,848
"850",1,1,1.45613008409739,1,850
"851",1,1,0.102019759489884,2,851
"854",4,1,0.596657219163159,0,854
"856",3,3,2.27197340083608,0,856
"857",2,2,3.02692253517928,2,857
"861",1,2,3.09937625570732,0,861
"862",4,3,7.05262434972913,0,862
"866",5,7,5.72880662137408,0,866
"867",1,3,4.10435295626854,0,867
"872",2,4,0.521076572540823,1,872
"875",1,1,0.846280595297972,1,875
"876",2,2,4.278629350387,1,876
"881",3,0,3.56858948975893,1,881
"884",3,2,5.88593917528485,1,884
"885",2,2,1.18408535967799,1,885
"891",2,0,9.19331196942613,1,891
"895",3,1,4.72926740647815,1,895
"899",4,1,3.03325183415877,0,899
"903",3,1,1.88833724094628,0,903
"904",5,12,0.0822433367371559,0,904
"905",1,1,1.84770231843195,1,905
"906",3,4,0.230448134962793,0,906
"909",5,6,1.7196706139783,2,909
"911",6,6,0.0232531312582546,0,911
"913",3,7,0.873582538571209,3,913
"917",1,1,0.241031972452058,0,917
"922",2,2,1.41655046987323,0,922
"924",5,12,0.605833081584596,1,924
"928",1,0,8.87466409536862,2,928
"930",3,1,1.41121853914733,0,930
"934",4,3,1.02055831709318,3,934
"935",3,4,4.84054473009564,0,935
"939",2,0,2.64375191195229,1,939
"940",2,0,0.215779809443433,0,940
"944",2,2,2.25766280256647,0,944
"948",4,3,2.34452758617364,0,948
"952",7,3,5.352125285485,0,952
"953",2,1,1.65169611217561,1,953
"954",2,4,0.0161633986577755,1,954
"955",1,0,2.66075683425876,1,955
"960",2,4,1.24346670915478,1,960
"962",1,0,1.69779926505577,1,962
"966",4,2,6.41551165116621,0,966
"967",2,4,1.21238511956782,0,967
"968",1,0,0.407135603906505,0,968
"971",5,11,0.870680929947754,0,971
"974",2,0,3.0417425123005,4,974
"975",3,8,1.53164457365245,1,975
"976",6,8,3.04502029448107,20,976
"980",2,1,0.507059358381506,0,980
"981",1,1,0.411343512931666,0,981
"985",2,4,0.0154659035451896,2,985
"989",1,0,0.209246238718292,0,989
"990",1,0,7.20194235377564,1,990
"996",3,7,5.38413487816469,1,996
"1002",3,4,4.22660397800077,2,1002
"1004",1,1,0.209848820084091,2,1004
"1005",8,0,7.9012656744262,0,1005
"1006",6,11,4.66519255035429,2,1006
"1007",1,0,7.32119507739146,3,1007
"1009",4,8,1.80778310960191,1,1009
"1023",2,0,2.98364566083265,1,1023
"1024",2,3,6.45069829510296,3,1024
"1026",1,2,0.108848500785431,1,1026
"1028",1,1,1.64495309019118,2,1028
"1032",5,2,0.792857939116596,2,1032
"1035",4,5,3.00246913099252,1,1035
"1036",3,7,1.2373967028477,0,1036
"1037",1,0,5.66051937789616,0,1037
"1038",3,3,5.99490188573488,1,1038
"1039",4,4,0.22545059541196,0,1039
"1043",3,6,0.494002633031147,3,1043
"1045",2,1,0.0471984078781469,0,1045
"1052",1,0,1.76673178929964,2,1052
"1053",4,2,0.427428415409701,2,1053
"1063",2,1,2.82340738250848,0,1063
"1065",1,3,3.84596293700696,1,1065
"1066",2,0,4.58485029937965,1,1066
"1067",2,1,1.18593669215631,3,1067
"1068",3,5,2.80592027521694,0,1068
"1071",4,7,0.239177342718454,0,1071
"1072",1,2,0.622680043607304,1,1072
"1080",3,3,0.858928848396648,0,1080
"1088",2,1,1.34433404210045,2,1088
"1091",4,6,4.53564285171589,1,1091
"1092",5,4,1.88004928228236,1,1092
"1097",4,13,1.37336770016552,3,1097
"1099",6,4,4.51397786136639,0,1099
"1100",1,1,2.82696350015466,1,1100
"1104",1,3,2.30115040349601,1,1104
"1106",2,1,2.15587671986449,2,1106
"1107",2,2,0.245195392793328,4,1107
"1111",1,1,0.886824889730918,0,1111
"1112",2,1,0.888502402662763,4,1112
"1114",1,0,1.85283007878789,0,1114
"1116",3,0,0.762214389984294,1,1116
"1117",4,0,3.49818291104873,0,1117
"1118",1,2,1.37024564955016,0,1118
"1126",2,5,0.844000915600723,2,1126
"1128",1,0,1.32035392963886,0,1128
"1132",2,1,5.92839202706252,1,1132
"1133",2,2,1.25229684698542,1,1133
"1134",6,21,0.666131847280199,1,1134
"1135",1,3,2.1889954008801,4,1135
"1136",1,0,0.258083900251728,2,1136
"1138",2,3,1.24848546283402,2,1138
"1141",5,4,0.11676791916896,1,1141
"1143",5,7,0.196890535881183,0,1143
"1144",2,3,0.878606935793703,0,1144
"1145",5,6,1.31020353750266,0,1145
"1146",3,1,1.98492392054743,0,1146
"1149",11,1,0.48503298481757,0,1149
"1151",2,1,1.51643855670197,1,1151
"1152",2,6,1.4065159288549,0,1152
"1154",1,3,0.0624523485218628,0,1154
"1155",6,6,1.8783039126582,1,1155
"1160",3,1,1.48856537871891,0,1160
"1163",1,0,2.37923827023099,3,1163
"1165",2,2,6.03782473073422,1,1165
"1168",5,3,0.554578322848236,1,1168
"1170",5,3,0.525162699227074,0,1170
"1171",2,2,0.21381027915515,2,1171
"1183",1,2,1.67526514513004,0,1183
"1184",4,4,1.89335603791854,2,1184
"1188",7,4,0.0618235470577218,3,1188
"1192",3,0,0.38705739860223,1,1192
"1193",1,0,1.03437392641016,2,1193
"1195",8,11,6.63220737498047,0,1195
"1196",3,3,2.33017806220845,0,1196
"1197",2,2,10.5631518159907,2,1197
"1200",1,2,2.70943806287198,0,1200
"1202",2,2,3.27091198501974,1,1202
"1203",2,2,0.134537555258015,1,1203
"1204",3,9,2.4385107761401,0,1204
"1206",4,3,1.67456898138738,4,1206
"1207",1,3,0.0614255455327553,4,1207
"1209",3,3,2.57431724176225,2,1209
"1211",6,9,0.75121756541458,0,1211
"1212",1,4,5.3676305099816,0,1212
"1214",2,4,4.80632039672218,1,1214
"1215",1,1,0.782207143031153,2,1215
"1218",3,1,0.788363536226001,1,1218
"1224",3,14,7.22975696796466,4,1224
"1230",2,1,1.74792993113672,1,1230
"1232",1,0,4.75010905938302,3,1232
"1233",3,6,1.89959171754729,2,1233
"1234",1,0,1.00718801579264,3,1234
"1236",1,0,21.3189041499941,0,1236
"1237",2,1,3.10993794259526,1,1237
"1239",7,6,4.25480791619788,1,1239
"1243",4,3,1.11877954283176,0,1243
"1247",3,0,3.97205734648168,0,1247
"1250",2,5,1.50208223366463,0,1250
"1251",1,0,0.767769347071348,1,1251
"1252",5,2,3.09235106692994,1,1252
"1253",1,5,2.3992264128784,1,1253
"1254",2,0,1.95507217691815,1,1254
"1256",3,4,2.29304980445474,1,1256
"1257",7,1,0.29296755581787,1,1257
"1259",1,1,0.143252817780537,1,1259
"1263",4,6,1.59641373347211,0,1263
"1265",1,0,1.00019549165309,0,1265
"1266",5,3,1.17658196410597,0,1266
"1267",2,0,3.4432918576756,2,1267
"1269",3,4,1.98177875254443,0,1269
"1271",2,3,4.41747169695852,0,1271
"1272",1,1,1.40980569818751,1,1272
"1273",1,2,2.00084322996007,0,1273
"1274",1,0,4.44760304700672,1,1274
"1276",6,6,1.5329328617081,20,1276
"1278",2,6,0.756673930373159,1,1278
"1279",2,2,0.463040618531436,1,1279
"1280",2,1,2.13341522370266,1,1280
"1284",1,1,1.67056533819426,0,1284
"1285",3,1,0.915568258718781,2,1285
"1286",3,6,10.2899399570811,2,1286
"1288",3,3,4.02147384242275,0,1288
"1290",4,1,4.2854158138291,2,1290
"1297",2,6,0.0671529788332901,1,1297
"1299",3,7,0.0100270117575943,1,1299
"1304",5,1,0.327940134410287,0,1304
"1305",4,0,4.3424539986802,1,1305
"1309",2,2,1.21976335455549,0,1309
"1311",3,2,3.28162828396153,0,1311
"1314",2,1,6.56602730644539,1,1314
"1315",3,2,7.45867570102799,1,1315
"1318",3,4,10.2880294021964,0,1318
"1322",2,1,3.0549861932692,0,1322
"1323",2,3,6.00659210299264,0,1323
"1324",2,7,1.67587259029201,1,1324
"1338",1,0,7.34571154340784,0,1338
"1341",5,1,0.956543051297799,0,1341
"1342",1,0,1.58352161664165,1,1342
"1344",2,1,3.37825561937365,2,1344
"1348",1,1,0.304485641611143,2,1348
"1349",1,0,2.01863700403921,1,1349
"1352",1,0,1.45598069017302,0,1352
"1353",5,4,0.718679122367721,1,1353
"1354",2,2,1.27943738599327,0,1354
"1355",4,4,7.29531771110872,0,1355
"1356",4,3,6.63490265605886,0,1356
"1358",1,0,7.33738851344247,0,1358
"1359",4,2,0.565498493685581,0,1359
"1361",3,4,1.74292542549932,1,1361
"1362",2,2,2.28103099820259,2,1362
"1363",5,8,1.72362468089724,1,1363
"1366",2,2,2.281931678899,0,1366
"1367",3,4,0.730478261004795,2,1367
"1368",2,1,2.43535527192418,4,1368
"1373",1,2,0.383200926590161,1,1373
"1374",2,2,3.31502819438778,0,1374
"1377",2,2,3.34893262986978,1,1377
"1379",1,1,0.00753935104539987,1,1379
"1380",1,0,0.0393492522871628,0,1380
"1382",1,1,0.511525620329277,2,1382
"1384",3,3,0.413324320847772,3,1384
"1386",5,4,2.14625790047929,0,1386
"1389",3,5,0.834989393357845,1,1389
"1391",8,6,3.4021092198242,0,1391
"1393",1,3,0.253968417115315,2,1393
"1395",2,1,3.59523965158188,1,1395
"1396",3,7,0.791803741241385,0,1396
"1398",6,4,1.5370587214124,0,1398
"1399",8,10,8.56730725099735,0,1399
"1402",3,3,1.68229529557155,0,1402
"1403",1,0,0.441272170722532,1,1403
"1405",2,2,0.0724516926926625,0,1405
"1406",3,2,0.854595655595863,1,1406
"1408",4,8,0.210941860987882,0,1408
"1416",4,0,1.88186137307767,2,1416
"1417",3,2,5.15632524865348,0,1417
"1418",10,9,1.05067887686691,1,1418
"1420",4,1,1.45090330341118,2,1420
"1421",2,4,0.481764807424985,1,1421
"1424",2,4,5.9909578987369,2,1424
"1425",5,3,1.96552081363605,0,1425
"1426",1,0,0.601109423553166,0,1426
"1429",2,6,3.27649552396848,0,1429
"1430",1,0,0.301833489035455,3,1430
"1431",3,6,5.33781067325235,0,1431
"1433",1,2,2.35107308787095,1,1433
"1436",2,2,2.04085536447994,0,1436
"1437",4,2,2.37293321353872,0,1437
"1438",1,0,0.951687328316631,0,1438
"1440",2,2,2.44450761583618,2,1440
"1441",3,2,1.75556346515599,0,1441
"1442",1,0,1.79116713455697,1,1442
"1446",5,3,0.275509940675122,0,1446
"1452",3,8,1.06495934259525,0,1452
"1454",4,1,2.35090436958245,1,1454
"1457",4,8,0.935405726002088,0,1457
"1459",1,6,5.52806040213061,1,1459
"1462",1,5,1.42869886989703,1,1462
"1464",1,0,5.48553825062968,0,1464
"1465",1,0,3.78405659160459,0,1465
"1469",4,6,5.73863007887966,0,1469
"1470",5,2,1.37813736758551,1,1470
"1471",3,5,1.55217188559473,0,1471
"1472",1,4,0.591517629761507,3,1472
"1473",5,3,7.13216419775688,0,1473
"1475",2,1,0.372360014275844,0,1475
"1478",1,1,0.454338338236501,0,1478
"1483",2,0,3.38478989659248,1,1483
"1486",3,7,3.63163811798871,2,1486
"1492",1,1,0.713993511105679,2,1492
"1493",2,2,2.73208602792527,1,1493
"1494",2,4,1.19067609322844,4,1494
"1496",7,14,0.318095014022083,0,1496
"1497",1,0,0.583594798262767,0,1497
"1498",4,4,0.654618854320133,0,1498
"1499",1,2,1.60748743179499,0,1499
"1500",2,2,4.4576921208868,0,1500
"1503",2,1,1.06733551576466,2,1503
"1504",4,1,5.80674830578327,2,1504
"1505",3,4,0.0349920821537803,3,1505
"1506",3,5,2.90735977730259,0,1506
"1508",3,9,1.25309904406265,0,1508
"1509",1,0,1.01367514844226,0,1509
"1511",1,0,1.77251741848569,0,1511
"1512",1,1,0.095616718271073,0,1512
"1514",2,1,1.05819637521784,2,1514
"1515",4,3,5.97235623332329,1,1515
"1521",6,9,0.217158313430325,1,1521
"1522",2,4,0.901384818970281,2,1522
"1523",2,0,0.3922268721591,0,1523
"1526",1,0,1.48450364998414,1,1526
"1530",2,2,6.75472291277652,1,1530
"1533",4,11,3.75387270707555,0,1533
"1534",3,2,1.06227157035864,1,1534
"1536",5,1,0.992498508786917,1,1536
"1537",3,1,0.498271850237171,2,1537
"1538",3,1,0.0386246643183989,0,1538
"1542",5,4,0.532143410121169,1,1542
"1543",4,6,2.67598610323288,2,1543
"1544",3,5,2.06278563757244,0,1544
"1546",3,11,1.41191788716017,1,1546
"1549",3,9,5.42497886689823,0,1549
"1550",2,2,5.10492658655117,4,1550
"1551",4,8,2.9764150525443,1,1551
"1556",3,5,2.86067568033825,0,1556
"1559",1,2,0.158963097883583,1,1559
"1560",3,3,2.77429933498169,0,1560
"1561",4,4,0.44648370661718,2,1561
"1562",1,1,13.781816586706,3,1562
"1563",2,1,1.0767792545323,2,1563
"1566",3,2,1.41397289134991,2,1566
"1569",2,1,0.65352112665409,4,1569
"1572",3,5,2.68982327416557,1,1572
"1576",2,2,1.49411382472197,1,1576
"1578",2,2,0.514290328457284,5,1578
"1580",4,2,0.880350875487489,2,1580
"1581",2,4,0.165265096675965,2,1581
"1585",5,8,0.160280005261302,1,1585
"1587",8,3,2.05355840912236,0,1587
"1589",6,3,0.812291003999667,0,1589
"1598",2,4,0.868548730008279,0,1598
"1602",5,9,0.877457330764943,2,1602
"1603",4,3,1.73397938504389,2,1603
"1605",6,3,2.99261659476906,12,1605
"1610",2,3,0.759046406705868,4,1610
